Unique_ID,Country,Year,Date,Time,Location,Acc_Type,Colli_Type,Acc_Detail,CauseDetai,Assistance,Offence,Damage,HumanEleme,IceCondit,CrewIceTra,Pollution,Pollu_m3,Pollu_t,Pollu_Type,RespAction,Cargo_Type,Ship1_Name,Sh1_Categ,Sh1_Type,Sh1_Hull,Sh1Size_gt,Sh1Sizedwt,Sh1Draug_m,Cause_Sh1,Pilot_Sh1,Ship2_Name,Sh2_Categ,Sh2_Type,Sh2_Hull,Sh2Size_gt,Sh2Sizedwt,Sh2Draug_m,Cause_Sh2,Pilot_Sh2,Add_Info,Latitude,Longitude,source
2022_0352,Cyprus,2022.0,2022-07-02,1:36:00 AM,Sea,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Cargo,,,3323,,<7m,,,,,,,,,,,,,55.14,14.056667,EMSA
2022_0353,Sweden,2022.0,2022-07-02,12:20:00 PM,Sea,Other,,,,Provided,,Minor damage (less than material damage),,,,No,0.0,0,,,,,Unknown,,,0,,,,,,,,,,,,,,,59.316667,18.1,EMSA
2022_0354,Poland,2022.0,2022-07-02,6:15:00 PM,Port,Contact,with object,,,Not provided,,,,,,No,0.0,0,,,,,Passenger,,,0,,,,,,,,,,,,,,,54.358333,18.665,EMSA
2022_0355,Denmark,2022.0,2022-07-03,5:51:00 PM,Sea,Other,,,,Not provided,,Material damage - Affecting performance or operational characteristics of the ship,,,,No,0.0,0,,,,,Passenger,,Single hull,18009,,<7m,,No,,,,,,,,,,,55.133333,14.356667,EMSA
2022_0356,Sweden,2022.0,2022-07-03,1:00:00 PM,Sea,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Service,,,0,,,,,,,,,,,,,,,65.291667,21.725,EMSA
2022_0358,Sweden,2022.0,2022-07-04,5:33:00 PM,Port,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Passenger,,,283,,<7m,,,,,,,,,,,,,59.323333,18.076667,EMSA
2022_0360,Denmark,2022.0,2022-07-05,9:06:00 AM,Sea,Grounding,,,,Not provided,,No damage,,,,No,0.0,0,,,,,Cargo,,,2337,,<7m,,Yes,,,,,,,,,,,56.795633,9.008567,EMSA
2022_0361,Sweden,2022.0,2022-07-05,11:40:00 AM,Port,Contact,with object,,,Not provided,,,,,,No,0.0,0,,,,,Passenger,,,15,,,,,,,,,,,,,,,56.166217,15.594083,EMSA
2022_0362,Sweden,2022.0,2022-07-05,12:10:00 PM,Port,Contact,with object,,,Not provided,,Minor damage (less than material damage),,,,No,0.0,0,,,,,Cargo,,,6130,,7-9m,,Yes,,,,,,,,,,,60.689617,17.216817,EMSA
2022_0363,Sweden,2022.0,2022-07-05,6:35:00 PM,Port,Collision,with vessel,,,Not provided,,Minor damage (less than material damage),,,,No,0.0,0,,,,,Cargo,,,207,,<7m,,,,Unknown,,,,,,,,,59.303333,17.931667,EMSA
2022_0365,Netherlands,2022.0,2022-07-06,9:23:00 PM,Sea,Collision,with vessel,,,Not provided,,,,,,No,0.0,0,,,,,Cargo,,,11885,,9-11m,,,,,,,,,,,,,65.633333,24.5,EMSA
2022_0366,Sweden,2022.0,2022-07-06,1:20:00 PM,Port,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Tanker,,,181,,<7m,,,,,,,,,,,,,57.685,11.853333,EMSA
2022_0368,Germany,2022.0,2022-07-07,10:40:00 AM,Sea,Collision,with vessel,,,Not provided,,,Human action,,,No,0.0,0,,,,,#N/A,,,0,,,,No,,Fishing,,,126,,,Human action,No,,54.40695,13.078717,EMSA
2022_0369,Denmark,2022.0,2022-07-09,2:00:00 PM,Port,Other,,,,Not provided,,No damage,,,,Yes,0.0,0,,,,,Service,,,"89,3",,<7m,,n/a,,,,,,,,,,,57.681667,11.871667,EMSA
2022_0370,Denmark,2022.0,2022-07-09,2:43:00 PM,Port,Fire or explosion,,,,Not provided,,No damage,,,,No,0.0,0,,,,,Passenger,,,5617,,<7m,,No,,,,,,,,,,,55.421983,13.822633,EMSA
2022_0374,Sweden,2022.0,2022-07-10,6:45:00 PM,Port,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Tanker,,,181,,<7m,,,,,,,,,,,,,57.68715,11.874417,EMSA
2022_0375,Sweden,2022.0,2022-07-10,7:13:00 AM,Port,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Tanker,,Double hull,4212,,<7m,,Yes,,,,,,,,,,,58.621583,16.266667,EMSA
2022_0378,Poland,2022.0,2022-07-10,10:10:00 AM,Port,Collision,with vessel,,,Not provided,,,,,,No,0.0,0,,,,,Other,,,0,,,,,,Other,,,,,,,,,54.371667,18.663333,EMSA
2022_0379,Denmark,2022.0,2022-07-11,3:00:00 PM,Sea,Collision,with vessel,,,Not provided,,No damage; Material damage - Affecting structural integrity of the ship,,,,No,0.0,0,,,,,Passenger,,,310,,<7m,,No,,,,,,,,,No,,54.931617,10.6905,EMSA
2022_0380,Germany,2022.0,2022-07-12,6:40:00 PM,Port,Contact,with object,,,Not provided,,Minor damage (less than material damage),Human action,,,No,0.0,0,,,,,Passenger,,Single hull,33313,,7-9m,Human action,,,,,,,,,,,,53.942183,10.860133,EMSA
2022_0383,Germany,2022.0,2022-07-12,7:30:00 PM,Sea,Contact,with object,,,Not provided,,,Human action,,,No,0.0,0,,,,,#N/A,,,0,,,,No,,Other,,Single hull,119,,<7m,Human action,No,,54.39795,11.109067,EMSA
2022_0385,Denmark,2022.0,2022-07-14,1:20:00 PM,Port,Grounding,,,,Not provided,,No damage,,,,No,0.0,0,,,,,Cargo,,Single hull,2164,,<7m,,No,,,,,,,,,,,55.948333,11.841667,EMSA
2022_0387,Norway,2022.0,2022-07-15,1:25:00 AM,Sea,Grounding,,,,Not provided,,,,,,,0.0,0,,,,,Cargo,,,2999,,<7m,,,,,,,,,,,,,56.715,8.218333,EMSA
2022_0388,Denmark,2022.0,2022-07-16,8:56:00 AM,Sea,Fire or explosion,,,,Not provided,,Material damage - Affecting performance or operational characteristics of the ship,,,,No,0.0,0,,,,,Passenger,,,5478,,<7m,,No,,,,,,,,,,,55.916667,10.35,EMSA
2022_0389,Sweden,2022.0,2022-07-17,6:00:00 PM,Sea,Other,,,,Not provided,,Minor damage (less than material damage),,,,No,0.0,0,,,,,Cargo,,,4102,,<7m,,,,,,,,,,,,,58.615,17.321667,EMSA
2022_0390,Lithuania,2022.0,2022-07-18,5:15:00 AM,Port,Contact,with object,,,Not provided,,Minor damage (less than material damage),,,,,0.0,0,,,,,Tanker,,Double hull,5706,,7-9m,,,,,,,,,,,,,55.728333,21.086667,EMSA
2022_0392,Germany,2022.0,2022-07-18,8:05:00 AM,Sea,Other,,,,Not provided,,,Other agent or vessel,,,No,0.0,0,,,,,Recreational,,,0,,,Other agent or vessel,No,,,,,,,,,,,54.486,9.96185,EMSA
2022_0394,Sweden,2022.0,2022-07-20,7:17:00 PM,Port,Other,,,,Provided,,,,,,No,0.0,0,,,,,Cargo,,,2461,,,,Yes,,,,,,,,,,,57.706667,11.955,EMSA
2022_0396,Sweden,2022.0,2022-07-21,5:36:00 AM,Port,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Container,,,3999,,<7m,,Yes,,,,,,,,,,,55.926667,14.326667,EMSA
2022_0399,Germany,2022.0,2022-07-21,12:00:00 PM,Sea,Other,,,,Not provided,,,System/ equipment failure,,,No,0.0,0,,,,,Recreational,,,0,,,System/ equipment failure,,,,,,,,,,,,54.5981,13.1043,EMSA
2022_0400,Netherlands,2022.0,2022-07-21,4:33:00 PM,Sea,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Cargo,,,1862,,<7m,,,,,,,,,,,,,59.754167,19.674833,EMSA
2022_0401,Lithuania,2022.0,2022-07-23,8:57:00 AM,Port,Contact,with object,,,Not provided,,Minor damage (less than material damage),,,,,0.0,0,,,,,Cargo,,,5667,,7-9m,,,,,,,,,,,,,55.658333,21.155,EMSA
2022_0403,Denmark,2022.0,2022-07-25,2:10:00 PM,Port,Other,,,,Not provided,,No damage,,,,No,0.0,0,,,,,Passenger,,,"51,1",,<7m,,No,,,,,,,,,,,55.10225,9.533333,EMSA
2022_0404,Cyprus,2022.0,2022-07-25,12:00:00 PM,Sea,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Cargo,,,2451,,<7m,,,,,,,,,,,,,55.406667,14.59,EMSA
2022_0405,Sweden,2022.0,2022-07-25,10:05:00 AM,Sea,Other,,,,Provided,,,,,,No,0.0,0,,,,,Passenger,,,324,,<7m,,,,,,,,,,,,,59.318333,18.096667,EMSA
2022_0406,Germany,2022.0,2022-07-25,12:00:00 AM,Port,Other,,,,Not provided,,,System/ equipment failure,,,No,0.0,0,,,,,Passenger,,,211,,<7m,System/ equipment failure,No,,,,,,,,,,,54.58,10.028333,EMSA
2022_0407,Germany,2022.0,2022-07-26,5:45:00 PM,Sea,Other,,,,Not provided,,,System/ equipment failure,,,No,0.0,0,,,,,Cargo,,,1998,,<7m,System/ equipment failure,,,,,,,,,,,,54.78,13.401667,EMSA
2022_0408,Sweden,2022.0,2022-07-26,9:00:00 PM,Port,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Cargo,,,1493,,<7m,,,,,,,,,,,,,58.610883,16.234233,EMSA
2022_0409,Germany,2022.0,2022-07-27,6:05:00 PM,Sea,Grounding,,,,Not provided,,,Human action,,,No,0.0,0,,,,,Other,,,0,,,Human action,No,,,,,,,,,,,54.166667,13.746667,EMSA
2022_0410,Cyprus,2022.0,2022-07-27,1:45:00 AM,Sea,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Cargo,,,2589,,<7m,,,,,,,,,,,,,55.393333,14.608333,EMSA
2022_0411,Poland,2022.0,2022-07-27,7:15:00 AM,Port,Contact,with object,,,Not provided,,No damage,,,,No,0.0,0,,,,,Unknown,,,0,,,,No,,,,,,,,,,,54.403333,18.668333,EMSA
2022_0413,Germany,2022.0,2022-07-28,1:57:00 PM,Sea,Other,,,,Not provided,,,System/ equipment failure,,,No,0.0,0,,,,,Other,,,3751,,<7m,System/ equipment failure,No,,,,,,,,,,,54.175,14.108333,EMSA
2022_0415,Denmark,2022.0,2022-07-29,6:21:00 PM,Port,Contact,with object,,,Not provided,,No damage,,,,No,0.0,0,,,,,Passenger,,,600,,<7m,,No,,,,,,,,,,,54.866667,10.516667,EMSA
2022_0416,Sweden,2022.0,2022-07-29,9:15:00 PM,Port,Grounding,,,,Not provided,,,,,,No,0.0,0,,,,,Passenger,,,43,,,,,,,,,,,,,,,61.2613,17.218567,EMSA
2022_0417,Germany,2022.0,2022-07-29,2:14:00 AM,Port,Other,,,,Not provided,,,System/ equipment failure,,,No,0.0,0,,,,,Service,,,812,,<7m,System/ equipment failure,,,,,,,,,,,,54.161667,13.607833,EMSA
2022_0420,Poland,2022.0,2022-07-29,8:20:00 AM,Port,Other,,,,Not provided,,Material damage - Affecting structural integrity of the ship,,,,No,0.0,0,,,,,Cargo,,,2568,,,,,,,,,,,,,,,54.538333,18.538333,EMSA
2022_0421,Estonia,2022.0,2022-07-30,12:10:00 PM,Port,Other,,,,Not provided,,No damage,,,,No,0.0,0,,No action,,,Cargo,,,6378,,7-9m,,,,,,,,,,,,,59.525,26.5504,EMSA
2022_0425,Sweden,2022.0,2022-08-02,10:30:00 AM,Port,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Unknown,,,132,,,,,,,,,,,,,,,59.32485,18.095267,EMSA
2022_0427,Portugal,2022.0,2022-08-02,7:57:00 PM,Sea,Other,,,,Not provided,,Material damage - Affecting performance or operational characteristics of the ship,,,,No,0.0,0,,,,,Cargo,,,5077,,<7m,,,,,,,,,,,,,65.698333,24.609333,EMSA
2022_0428,Denmark,2022.0,2022-08-03,12:00:00 PM,Port,Collision,with vessel,,,Not provided,,No damage,,,,No,0.0,0,,,,,Passenger,,,109,,<7m,,No,,,,,,,,,,,56.977833,10.30915,EMSA
2022_0430,Poland,2022.0,2022-08-03,12:08:00 PM,Port,Other,,,,Provided,,,,,,No,0.0,0,,,,,Unknown,,,0,,,,,,,,,,,,,,,54.303333,18.931667,EMSA
2022_0432,Lithuania,2022.0,2022-08-04,5:32:00 PM,Port,Other,,,,Provided,,,,,,,0.0,0,,,,,Cargo,,,0,,,,,,,,,,,,,,,55.67,21.141667,EMSA
2022_0434,Germany,2022.0,2022-08-05,2:02:00 AM,Sea,Other,,,,Not provided,,,System/ equipment failure,,,No,0.0,0,,,,,Cargo,,,1898,,<7m,System/ equipment failure,,,,,,,,,,,,54.544933,13.7673,EMSA
2022_0435,Germany,2022.0,2022-08-05,8:05:00 PM,Port,Contact,with object,,,Not provided,,,Human action,,,No,0.0,0,,,,,Passenger,,Single hull,33313,,7-9m,Human action,No,,,,,,,,,,,53.939967,10.85245,EMSA
2022_0436,Sweden,2022.0,2022-08-05,6:20:00 PM,Port,Grounding,,,,Not provided,,,,,,No,0.0,0,,,,,Passenger,,,209,,<7m,,,,,,,,,,,,,59.5558,18.623,EMSA
2022_0438,Cyprus,2022.0,2022-08-06,12:00:00 PM,Sea,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Cargo,,Single hull,2997,,<7m,,,,,,,,,,,,,65.65,24.281667,EMSA
2022_0439,Germany,2022.0,2022-08-07,6:15:00 PM,Port,Collision,with vessel,,,Not provided,,Minor damage (less than material damage),Human action,,,No,0.0,0,,,,,Cargo,,,2993,,<7m,,,,Cargo,,Double sides,2061,,<7m,Human action,Yes,,54.13225,13.573733,EMSA
2022_0440,Lithuania,2022.0,2022-08-08,1:24:00 PM,Port,Other,,,,Provided,,No damage,,,,,0.0,0,,,,,Cargo,,,794,,<7m,,,,,,,,,,,,,55.646667,21.161667,EMSA
2022_0444,Cyprus,2022.0,2022-08-09,10:40:00 AM,Port,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Cargo,,,3244,,<7m,,,,,,,,,,,,,61.636667,17.103,EMSA
2022_0445,Germany,2022.0,2022-08-10,11:25:00 AM,Port,Grounding,,,,Not provided,,,Human action,,,No,0.0,0,,,,,Fishing,,,126,,,Human action,No,,,,,,,,,,,54.105,12.105,EMSA
2022_0446,Sweden,2022.0,2022-08-10,8:20:00 PM,Port,Contact,with object,,,Not provided,,,,,,No,0.0,0,,,,,Passenger,,,315,,,,,,,,,,,,,,,57.661533,11.8423,EMSA
2022_0447,Sweden,2022.0,2022-08-11,6:41:00 AM,Sea,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Cargo,,,3117,,<7m,,,,,,,,,,,,,58.65,17.116667,EMSA
2022_0448,Netherlands,2022.0,2022-08-11,8:10:00 PM,Sea,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Cargo,,Double hull,3739,,<7m,,,,,,,,,,,,,63.536667,20.735,EMSA
2022_0449,Denmark,2022.0,2022-08-12,5:10:00 PM,Port,Grounding,,,,Not provided,,Material damage - Affecting performance or operational characteristics of the ship,,,,No,0.0,0,,,,,Inland,,,"14,47",,<7m,,No,,,,,,,,,,,55.783667,12.438833,EMSA
2022_0450,Germany,2022.0,2022-08-12,7:55:00 PM,Port,Other,,,,Provided,,,Human action,,,No,0.0,0,,,,,Cargo,,,6669,,7-9m,Human action,No,,,,,,,,,,,54.365583,10.141417,EMSA
2022_0451,Sweden,2022.0,2022-08-12,2:30:00 PM,Port,Grounding,,,,Not provided,,,,,,No,0.0,0,,,,,Passenger,,,256,,<7m,,,,,,,,,,,,,59.363667,18.322333,EMSA
2022_0454,Sweden,2022.0,2022-08-13,3:15:00 PM,Port,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Passenger,,,41,,,,,,,,,,,,,,,59.330967,18.079417,EMSA
2022_0456,Sweden,2022.0,2022-08-15,8:39:00 AM,Port,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Passenger,,,62,,,,,,,,,,,,,,,59.3181,18.1597,EMSA
2022_0457,Sweden,2022.0,2022-08-15,10:50:00 AM,Sea,Contact,with object,,,Not provided,,,,,,No,0.0,0,,,,,Passenger,,,108,,,,,,,,,,,,,,,59.36,18.11,EMSA
2022_0459,Sweden,2022.0,2022-08-17,5:52:00 PM,Port,Contact,with object,,,Not provided,,,,,,No,0.0,0,,,,,Passenger,,,109,,<7m,,,,,,,,,,,,,59.323083,17.890933,EMSA
2022_0461,Germany,2022.0,2022-08-18,11:20:00 PM,Sea,Other,,,,Not provided,,,System/ equipment failure,,,No,0.0,0,,,,,Cargo,,Double hull,2997,,<7m,System/ equipment failure,No,,,,,,,,,,,54.711667,12.516667,EMSA
2022_0463,Germany,2022.0,2022-08-19,8:59:00 PM,Port,Other,,,,Not provided,,,Human action,,,No,0.0,0,,,,,Cargo,,Double hull,3990,,<7m,Human action,,,,,,,,,,,,53.8954,10.69645,EMSA
2022_0464,Sweden,2022.0,2022-08-19,5:00:00 PM,Port,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Passenger,,,36,,,,,,,,,,,,,,,59.318333,18.12,EMSA
2022_0467,Sweden,2022.0,2022-08-20,6:30:00 PM,Port,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Passenger,,,29,,,,,,,,,,,,,,,56.108667,15.591167,EMSA
2022_0468,Germany,2022.0,2022-08-21,3:40:00 PM,Port,Other,,,,Not provided,,,System/ equipment failure,,,No,0.0,0,,,,,Tanker,,Double hull,7256,,7-9m,System/ equipment failure,Yes,,,,,,,,,,,54.36125,10.032233,EMSA
2022_0471,Germany,2022.0,2022-08-22,6:10:00 AM,Port,Contact,with object,,,Not provided,,Minor damage (less than material damage),,,,No,0.0,0,,,,,Cargo,,,11494,,7-9m,,Yes,,,,,,,,,,,54.367,10.1378,EMSA
2022_0473,Sweden,2022.0,2022-08-22,5:04:00 PM,Port,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Cargo,,Single hull,7409,,<7m,,,,,,,,,,,,,55.866667,12.816667,EMSA
2022_0474,Denmark,2022.0,2022-08-24,10:30:00 AM,Port,Grounding,,,,Not provided,,Minor damage (less than material damage),,,,No,0.0,0,,,,,Passenger,,,337,,<7m,,n/a,,,,,,,,,,,54.971667,11.515,EMSA
2022_0475,Poland,2022.0,2022-08-24,6:50:00 AM,Sea,Other,,,,Not provided,,No damage,,,,No,0.0,0,,,,,Other,,,329,,,,,,,,,,,,,,,54.883333,17.15,EMSA
2022_0477,Sweden,2022.0,2022-08-25,5:00:00 PM,Port,Grounding,,,,Provided,,,,,,No,0.0,0,,Clean-up efforts,,,Cargo,,,99,,,,,,,,,,,,,,,65.473083,22.714917,EMSA
2022_0478,Poland,2022.0,2022-08-26,1:51:00 PM,Sea,Grounding,,,,Not provided,,,,,,No,0.0,0,,,,,Passenger,,,31,,,,,,,,,,,,,,,54.023333,14.721667,EMSA
2022_0481,Denmark,2022.0,2022-08-29,12:15:00 PM,Sea,Fire or explosion,,,,Provided,,Material damage - Affecting performance or operational characteristics of the ship,System/ equipment failure,,,No,0.0,0,,,,,Other,,Double hull,35456,,,System/ equipment failure,No,,,,,,,,,,,58.242233,19.043817,EMSA
2022_0482,Germany,2022.0,2022-08-29,2:48:00 PM,Port,Other,,,,Not provided,,,System/ equipment failure,,,No,0.0,0,,,,,Cargo,,,4255,,<7m,System/ equipment failure,Yes,,,,,,,,,,,54.3648,10.147083,EMSA
2022_0485,Germany,2022.0,2022-08-30,12:42:00 PM,Port,Other,,,,Not provided,,,System/ equipment failure,,,No,0.0,0,,,,,Cargo,,,1556,,,System/ equipment failure,Yes,,,,,,,,,,,54.291033,9.669167,EMSA
2022_0486,Sweden,2022.0,2022-08-30,6:00:00 PM,Sea,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Fishing,,,124,,,,,,,,,,,,,,,56.916667,12.1,EMSA
2022_0487,Malta,2022.0,2022-09-01,12:00:00 PM,Sea,Other,,,,Not provided,,Minor damage (less than material damage),,,,No,0.0,0,,,,,Tanker,,Double hull,5539,,<7m,,No,,,,,,,,,,,60.023333,29.436667,EMSA
2022_0488,Sweden,2022.0,2022-09-01,3:00:00 PM,Port,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Rorocargo,,,59761,,,,,,,,,,,,,,,63.8803,23.000717,EMSA
2022_0489,Portugal,2022.0,2022-09-01,11:46:00 AM,Sea,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Cargo,,,4358,,<7m,,,,,,,,,,,,,60.196667,19.070667,EMSA
2022_0491,Sweden,2022.0,2022-09-02,6:50:00 PM,Sea,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Cargo,,,12838,,9-11m,,Yes,,,,,,,,,,,58.618333,17.35,EMSA
2022_0492,Poland,2022.0,2022-09-02,5:00:00 PM,Port,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Cargo,,,0,,,,,,,,,,,,,,,54.441,16.374333,EMSA
2022_0493,Germany,2022.0,2022-09-04,6:00:00 PM,Port,Other,,,,Not provided,,Minor damage (less than material damage),Other agent or vessel; Other agent or vessel,,,No,0.0,0,,,,,Passenger,,,0,,,Other agent or vessel,,,,,,,,,Other agent or vessel,,,54.1448,12.0977,EMSA
2022_0494,Sweden,2022.0,2022-09-04,4:45:00 PM,Port,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Other,,Single hull,452,,<7m,,Yes,,,,,,,,,,,65.233333,21.616667,EMSA
2022_0495,Malta,2022.0,2022-09-05,10:00:00 AM,Sea,Other,,,,Not provided,,Minor damage (less than material damage),,,,No,0.0,0,,,,,Cargo,,Double hull,13340,,7-9m,,No,,,,,,,,,,,59.183333,21.633333,EMSA
2022_0496,Germany,2022.0,2022-09-05,6:15:00 AM,Sea,Contact,with object,,,Not provided,,,Human action,,,No,0.0,0,,,,,Cargo,,,1960,,<7m,Human action,,,,,,,,,,,,54.132117,13.573817,EMSA
2022_0497,Sweden,2022.0,2022-09-05,6:20:00 PM,Sea,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Container,,,6326,,7-9m,,Yes,,,,,,,,,,,58.62,17.351667,EMSA
2022_0498,Poland,2022.0,2022-09-05,8:50:00 AM,Port,Contact,with object,,,Not provided,,,,,,No,0.0,0,,,,,Cargo,,,0,,,,,,,,,,,,,,,53.917167,14.283333,EMSA
2022_0499,Denmark,2022.0,2022-09-06,10:45:00 AM,Port,Grounding,,,,Not provided,,No damage,,,,No,0.0,0,,,,,Passenger,,,"13,3",,<7m,,No,,,,,,,,,,,55.659167,12.565,EMSA
2022_0503,Germany,2022.0,2022-09-07,9:30:00 AM,Sea,Other,,,,Not provided,,,System/ equipment failure,,,No,0.0,0,,,,,Cargo,,Single hull,91792,,>15m,System/ equipment failure,,,,,,,,,,,,54.555,11.288333,EMSA
2022_0505,Germany,2022.0,2022-09-09,3:50:00 PM,Sea,Other,,,,Not provided,,,System/ equipment failure,,,No,0.0,0,,,,,Cargo,,Double hull,2446,,<7m,System/ equipment failure,No,,,,,,,,,,,54.345,12.105,EMSA
2022_0506,Germany,2022.0,2022-09-10,11:49:00 AM,Sea,Other,,,,Not provided,,,System/ equipment failure,,,No,0.0,0,,,,,Passenger,,Single hull,42705,,<7m,System/ equipment failure,,,,,,,,,,,,54.441667,12.171667,EMSA
2022_0510,Sweden,2022.0,2022-09-12,6:04:00 AM,Sea,Contact,with object,,,Not provided,,,,,,No,0.0,0,,,,,Rorocargo,,Single hull,5873,,<7m,,Yes,,,,,,,,,,,59.098333,17.678333,EMSA
2022_0511,Germany,2022.0,2022-09-14,9:20:00 PM,Port,Contact,with object,,,Not provided,,,Human action,,,No,0.0,0,,,,,Container,,Double hull,9981,,7-9m,Human action,Yes,,,,,,,,,,,54.366,10.143733,EMSA
2022_0512,Sweden,2022.0,2022-09-14,12:30:00 PM,Port,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Other,,Single hull,396,,<7m,,Yes,,,,,,,,,,,58.6,16.216667,EMSA
2022_0513,Sweden,2022.0,2022-09-14,12:41:00 AM,Sea,Other,,,,Not provided,,,,,,No,0.0,0,,,,,Cargo,,Double hull,2810,,<7m,,,,,,,,,,,,,57.043333,11.971667,EMSA
2022_0515,Lithuania,2022.0,2022-09-16,2:05:00 PM,Port,Other,,,,Provided,,,Human action,,,,0.0,0,,,,,Cargo,,,0,,,Human action,,,,,,,,,,,,55.67,21.141667,EMSA
2022_0516,Portugal,2022.0,2022-09-17,4:36:00 PM,Port,Other,,,,Not provided,,Material damage - Affecting performance or operational characteristics of the ship,,,,No,0.0,0,,,,,Cargo,,Double hull,2997,,<7m,,No,,,,,,,,,,,54.40875,18.662317,EMSA
2022_0517,Germany,2022.0,2022-09-18,6:22:00 AM,Sea,Other,,,,Not provided,,,System/ equipment failure,,,No,0.0,0,,,,,Cargo,,,2528,,<7m,System/ equipment failure,No,,,,,,,,,,,54.469233,10.2626,EMSA
2022_0519,Lithuania,2022.0,2022-09-19,5:36:00 PM,Port,Collision,with vessel,,,Not provided,,Minor damage (less than material damage); Minor damage (less than material damage),,,,,0.0,0,,,,,Cargo,,Double hull,2452,,<7m,,,,Cargo,,Double hull,2834,,<7m,,,,55.716667,21.111667,EMSA
2022_0520,Germany,2022.0,2022-09-20,9:10:00 PM,Port,Other,,,,Not provided,,,System/ equipment failure,,,No,0.0,0,,,,,Cargo,,,1556,,,System/ equipment failure,Yes,,,,,,,,,,,54.34645,9.989433,EMSA
2022_0521,Germany,2022.0,2022-09-21,8:38:00 AM,Port,Contact,with object,,,Not provided,,,Other agent or vessel,,,No,0.0,0,,,,,Cargo,,,20949,,9-11m,Other agent or vessel,No,,,,,,,,,,,54.35375,10.004083,EMSA
2022_0522,Germany,2022.0,2022-09-21,10:25:00 AM,Sea,Other,,,,Not provided,,,System/ equipment failure,,,No,0.0,0,,,,,Cargo,,,3117,,<7m,System/ equipment failure,,,,,,,,,,,,54.21,12.016667,EMSA
2022_0526,Germany,2022.0,2022-09-24,10:37:00 PM,Port,Other,,,,Not provided,,,System/ equipment failure,,,No,0.0,0,,,,,Rorocargo,,Single hull,33816,,7-9m,System/ equipment failure,Yes,,,,,,,,,,,54.16,12.103333,EMSA
2022_0527,Poland,2022.0,2022-09-24,6:10:00 AM,Port,Contact,with object,,,Not provided,,Minor damage (less than material damage),,,,No,0.0,0,,,,,Cargo,,,0,,,,Yes,,,,,,,,,,,54.53,18.533333,EMSA
2022_0528,Germany,2022.0,2022-09-25,8:48:00 AM,Sea,Other,,,,Not provided,,,System/ equipment failure,,,No,0.0,0,,,,,Container,,Double hull,17982,,9-11m,System/ equipment failure,,,,,,,,,,,,54.496817,12.261967,EMSA
2022_0529,Denmark,2022.0,2022-09-27,3:45:00 PM,Unknown,Fire or explosion,,,,Not provided,,Minor damage (less than material damage),Unknown,,,No,0.0,0,,,,,Other,,,5189,,<7m,Unknown,No,,,,,,,,,,,54.41,18.693,EMSA
2022_0530,Germany,2022.0,2022-09-27,7:28:00 PM,Port,Grounding,,,,Not provided,,Minor damage (less than material damage),Human action,,,No,0.0,0,,,,,Recreational,,,0,,,Human action,,,,,,,,,,,,53.909383,11.441233,EMSA
2022_0532,Sweden,2022.0,2022-09-28,9:00:00 AM,Port,Contact,with object,,,Not provided,,,,,,No,0.0,0,,,,,Passenger,,,122,,<7m,,,,,,,,,,,,,59.318333,18.135,EMSA
2022_0534,Germany,2022.0,2022-09-29,9:00:00 AM,Sea,Other,,,,Not provided,,,System/ equipment failure,,,No,0.0,0,,,,,Passenger,,Single hull,44245,,<7m,System/ equipment failure,,,,,,,,,,,,55.025,13.376667,EMSA
2022_0536,Poland,2022.0,2022-09-30,5:00:00 AM,Sea,Collision,with vessel,,,Provided,,,,,,No,0.0,0,,,,,#N/A,,,"12,87",,,,,,Container,,Double hull,12514,,,,,,54.116667,14.506667,EMSA
